Time,Arb
'0:0:24.74,408
'0:0:24.75,407
'0:0:24.76,406
'0:0:24.77,406
'0:0:24.78,405
'0:0:24.79,405
'0:0:24.8,405
'0:0:24.81,405
'0:0:24.82,405
'0:0:24.83,405
'0:0:24.84,405
'0:0:24.85,405
'0:0:24.86,406
'0:0:24.87,406
'0:0:24.88,406
'0:0:24.89,406
'0:0:24.9,407
'0:0:24.91,408
'0:0:24.92,409
'0:0:24.93,410
'0:0:24.94,411
'0:0:24.95,413
'0:0:24.96,415
'0:0:24.97,416
'0:0:24.98,418
'0:0:24.99,419
'0:0:25.0,422
'0:0:25.01,423
'0:0:25.02,425
'0:0:25.03,426
'0:0:25.04,428
'0:0:25.05,429
'0:0:25.06,431
'0:0:25.07,433
'0:0:25.08,436
'0:0:25.09,437
'0:0:25.1,440
'0:0:25.11,442
'0:0:25.12,445
'0:0:25.13,447
'0:0:25.14,450
'0:0:25.15,452
'0:0:25.16,455
'0:0:25.17,457
'0:0:25.18,461
'0:0:25.19,463
'0:0:25.2,467
'0:0:25.21,469
'0:0:25.22,473
'0:0:25.23,475
'0:0:25.24,479
'0:0:25.25,482
'0:0:25.26,485
'0:0:25.27,488
'0:0:25.28,491
'0:0:25.29,494
'0:0:25.3,497
'0:0:25.31,500
'0:0:25.32,504
'0:0:25.33,506
'0:0:25.34,510
'0:0:25.35,513
'0:0:25.36,518
'0:0:25.37,521
'0:0:25.38,525
'0:0:25.39,528
'0:0:25.4,533
'0:0:25.41,536
'0:0:25.42,540
'0:0:25.43,543
'0:0:25.44,547
'0:0:25.45,550
'0:0:25.46,554
'0:0:25.47,557
'0:0:25.48,561
'0:0:25.49,564
'0:0:25.5,568
'0:0:25.51,571
'0:0:25.52,575
'0:0:25.53,577
'0:0:25.54,581
'0:0:25.55,584
'0:0:25.56,587
'0:0:25.57,590
'0:0:25.58,593
'0:0:25.59,595
'0:0:25.6,598
'0:0:25.61,600
'0:0:25.62,603
'0:0:25.63,605
'0:0:25.64,607
'0:0:25.65,608
'0:0:25.66,610
'0:0:25.67,611
'0:0:25.68,612
'0:0:25.69,613
'0:0:25.7,614
'0:0:25.71,615
'0:0:25.72,616
'0:0:25.73,617
'0:0:25.74,618
'0:0:25.75,619
'0:0:25.76,620
'0:0:25.77,621
'0:0:25.78,623
'0:0:25.79,624
'0:0:25.8,626
'0:0:25.81,627
'0:0:25.82,628
'0:0:25.83,629
'0:0:25.84,631
'0:0:25.85,632
'0:0:25.86,634
'0:0:25.87,635
'0:0:25.88,637
'0:0:25.89,639
'0:0:25.9,642
'0:0:25.91,644
'0:0:25.92,646
'0:0:25.93,648
'0:0:25.94,651
'0:0:25.95,652
'0:0:25.96,655
'0:0:25.97,656
'0:0:25.98,658
'0:0:25.99,660
'0:0:26.0,661
'0:0:26.01,663
'0:0:26.02,665
'0:0:26.03,666
'0:0:26.04,669
'0:0:26.05,671
'0:0:26.06,674
'0:0:26.07,676
'0:0:26.08,679
'0:0:26.09,681
'0:0:26.1,684
'0:0:26.11,686
'0:0:26.12,689
'0:0:26.13,691
'0:0:26.14,694
'0:0:26.15,696
'0:0:26.16,699
'0:0:26.17,701
'0:0:26.18,704
'0:0:26.19,706
'0:0:26.2,709
'0:0:26.21,711
'0:0:26.22,713
'0:0:26.23,715
'0:0:26.24,718
'0:0:26.25,720
'0:0:26.26,722
'0:0:26.27,724
'0:0:26.28,726
'0:0:26.29,728
'0:0:26.3,730
'0:0:26.31,732
'0:0:26.32,734
'0:0:26.33,736
'0:0:26.34,738
'0:0:26.35,740
'0:0:26.36,742
'0:0:26.37,744
'0:0:26.38,746
'0:0:26.39,748
'0:0:26.4,751
'0:0:26.41,753
'0:0:26.42,756
'0:0:26.43,758
'0:0:26.44,761
'0:0:26.45,763
'0:0:26.46,765
'0:0:26.47,767
'0:0:26.48,770
'0:0:26.49,771
'0:0:26.5,774
'0:0:26.51,776
'0:0:26.52,778
'0:0:26.53,780
'0:0:26.54,782
'0:0:26.55,784
'0:0:26.56,786
'0:0:26.57,787
'0:0:26.58,790
'0:0:26.59,790
'0:0:26.6,792
'0:0:26.61,792
'0:0:26.62,793
'0:0:26.63,793
'0:0:26.64,794
'0:0:26.65,794
'0:0:26.66,794
'0:0:26.67,794
'0:0:26.68,795
'0:0:26.69,795
'0:0:26.7,796
'0:0:26.71,796
'0:0:26.72,797
'0:0:26.73,798
'0:0:26.74,798
'0:0:26.75,798
'0:0:26.76,799
'0:0:26.77,799
'0:0:26.78,800
'0:0:26.79,801
'0:0:26.8,802
'0:0:26.81,803
'0:0:26.82,804
'0:0:26.83,805
'0:0:26.84,807
'0:0:26.85,809
'0:0:26.86,811
'0:0:26.87,813
'0:0:26.88,816
'0:0:26.89,818
'0:0:26.9,820
'0:0:26.91,821
'0:0:26.92,823
'0:0:26.93,824
'0:0:26.94,826
'0:0:26.95,827
'0:0:26.96,830
'0:0:26.97,831
'0:0:26.98,834
'0:0:26.99,835
'0:0:27.0,838
'0:0:27.01,841
'0:0:27.02,844
'0:0:27.03,846
'0:0:27.04,849
'0:0:27.05,851
'0:0:27.06,854
'0:0:27.07,856
'0:0:27.08,859
'0:0:27.09,861
'0:0:27.1,863
'0:0:27.11,865
'0:0:27.12,867
'0:0:27.13,869
'0:0:27.14,871
'0:0:27.15,872
'0:0:27.16,874
'0:0:27.17,876
'0:0:27.18,878
'0:0:27.19,880
'0:0:27.2,882
'0:0:27.21,883
'0:0:27.22,885
'0:0:27.23,887
'0:0:27.24,889
'0:0:27.25,891
'0:0:27.26,893
'0:0:27.27,894
'0:0:27.28,896
'0:0:27.29,897
'0:0:27.3,899
'0:0:27.31,901
'0:0:27.32,903
'0:0:27.33,905
'0:0:27.34,907
'0:0:27.35,909
'0:0:27.36,911
'0:0:27.37,912
'0:0:27.38,914
'0:0:27.39,915
'0:0:27.4,917
'0:0:27.41,918
'0:0:27.42,919
'0:0:27.43,920
'0:0:27.44,922
'0:0:27.45,923
'0:0:27.46,924
'0:0:27.47,925
'0:0:27.48,926
'0:0:27.49,926
'0:0:27.5,926
'0:0:27.51,926
'0:0:27.52,925
'0:0:27.53,923
'0:0:27.54,921
'0:0:27.55,918
'0:0:27.56,915
'0:0:27.57,912
'0:0:27.58,908
'0:0:27.59,905
'0:0:27.6,901
'0:0:27.61,898
'0:0:27.62,894
'0:0:27.63,891
'0:0:27.64,888
'0:0:27.65,886
'0:0:27.66,882
'0:0:27.67,880
'0:0:27.68,877
'0:0:27.69,875
'0:0:27.7,872
'0:0:27.71,870
'0:0:27.72,868
'0:0:27.73,866
'0:0:27.74,864
'0:0:27.75,862
'0:0:27.76,860
'0:0:27.77,859
'0:0:27.78,857
'0:0:27.79,856
'0:0:27.8,855
'0:0:27.81,854
'0:0:27.82,853
'0:0:27.83,852
'0:0:27.84,850
'0:0:27.85,848
'0:0:27.86,846
'0:0:27.87,844
'0:0:27.88,842
'0:0:27.89,840
'0:0:27.9,837
'0:0:27.91,836
'0:0:27.92,833
'0:0:27.93,831
'0:0:27.94,829
'0:0:27.95,828
'0:0:27.96,825
'0:0:27.97,824
'0:0:27.98,821
'0:0:27.99,820
'0:0:28.0,817
'0:0:28.01,815
'0:0:28.02,813
'0:0:28.03,811
'0:0:28.04,808
'0:0:28.05,806
'0:0:28.06,803
'0:0:28.07,801
'0:0:28.08,797
'0:0:28.09,795
'0:0:28.1,791
'0:0:28.11,789
'0:0:28.12,786
'0:0:28.13,783
'0:0:28.14,780
'0:0:28.15,778
'0:0:28.16,774
'0:0:28.17,772
'0:0:28.18,769
'0:0:28.19,767
'0:0:28.2,763
'0:0:28.21,761
'0:0:28.22,757
'0:0:28.23,755
'0:0:28.24,751
'0:0:28.25,749
'0:0:28.26,746
'0:0:28.27,744
'0:0:28.28,741
'0:0:28.29,739
'0:0:28.3,736
'0:0:28.31,734
'0:0:28.32,731
'0:0:28.33,730
'0:0:28.34,727
'0:0:28.35,725
'0:0:28.36,723
'0:0:28.37,722
'0:0:28.38,719
'0:0:28.39,718
'0:0:28.4,716
'0:0:28.41,714
'0:0:28.42,713
'0:0:28.43,711
'0:0:28.44,710
'0:0:28.45,708
'0:0:28.46,705
'0:0:28.47,703
'0:0:28.48,699
'0:0:28.49,697
'0:0:28.5,693
'0:0:28.51,690
'0:0:28.52,685
'0:0:28.53,682
'0:0:28.54,678
'0:0:28.55,675
'0:0:28.56,672
'0:0:28.57,670
'0:0:28.58,667
'0:0:28.59,665
'0:0:28.6,662
'0:0:28.61,660
'0:0:28.62,658
'0:0:28.63,656
'0:0:28.64,653
'0:0:28.65,651
'0:0:28.66,648
'0:0:28.67,647
'0:0:28.68,644
'0:0:28.69,642
'0:0:28.7,639
'0:0:28.71,638
'0:0:28.72,636
'0:0:28.73,635
'0:0:28.74,634
'0:0:28.75,633
'0:0:28.76,631
'0:0:28.77,630
'0:0:28.78,628
'0:0:28.79,627
'0:0:28.8,625
'0:0:28.81,624
'0:0:28.82,621
'0:0:28.83,620
'0:0:28.84,618
'0:0:28.85,617
'0:0:28.86,615
'0:0:28.87,614
'0:0:28.88,613
'0:0:28.89,612
'0:0:28.9,611
'0:0:28.91,610
'0:0:28.92,609
'0:0:28.93,608
'0:0:28.94,606
'0:0:28.95,605
'0:0:28.96,604
'0:0:28.97,603
'0:0:28.98,601
'0:0:28.99,600
'0:0:29.0,598
'0:0:29.01,597
'0:0:29.02,596
'0:0:29.03,595
'0:0:29.04,593
'0:0:29.05,592
'0:0:29.06,590
'0:0:29.07,589
'0:0:29.08,588
'0:0:29.09,587
'0:0:29.1,585
'0:0:29.11,584
'0:0:29.12,582
'0:0:29.13,581
'0:0:29.14,579
'0:0:29.15,578
'0:0:29.16,576
'0:0:29.17,575
'0:0:29.18,573
'0:0:29.19,572
'0:0:29.2,571
'0:0:29.21,570
'0:0:29.22,569
'0:0:29.23,568
'0:0:29.24,567
'0:0:29.25,566
'0:0:29.26,564
'0:0:29.27,563
'0:0:29.28,562
'0:0:29.29,561
'0:0:29.3,560
'0:0:29.31,559
'0:0:29.32,557
'0:0:29.33,556
'0:0:29.34,555
'0:0:29.35,554
'0:0:29.36,552
'0:0:29.37,551
'0:0:29.38,550
'0:0:29.39,549
'0:0:29.4,547
'0:0:29.41,546
'0:0:29.42,544
'0:0:29.43,542
'0:0:29.44,540
'0:0:29.45,538
'0:0:29.46,535
'0:0:29.47,533
'0:0:29.48,530
'0:0:29.49,528
'0:0:29.5,526
'0:0:29.51,524
'0:0:29.52,522
'0:0:29.53,520
'0:0:29.54,519
'0:0:29.55,517
'0:0:29.56,516
'0:0:29.57,515
'0:0:29.58,513
'0:0:29.59,511
'0:0:29.6,509
'0:0:29.61,508
'0:0:29.62,506
'0:0:29.63,505
'0:0:29.64,503
'0:0:29.65,501
'0:0:29.66,500
'0:0:29.67,499
'0:0:29.68,498
'0:0:29.69,497
'0:0:29.7,496
'0:0:29.71,495
'0:0:29.72,494
'0:0:29.73,494
'0:0:29.74,493
'0:0:29.75,492
'0:0:29.76,491
'0:0:29.77,491
'0:0:29.78,489
'0:0:29.79,489
'0:0:29.8,488
'0:0:29.81,487
'0:0:29.82,487
'0:0:29.83,486
'0:0:29.84,486
'0:0:29.85,485
'0:0:29.86,485
'0:0:29.87,484
'0:0:29.88,483
'0:0:29.89,483
'0:0:29.9,482
'0:0:29.91,481
'0:0:29.92,480
'0:0:29.93,480
'0:0:29.94,479
'0:0:29.95,479
'0:0:29.96,478
'0:0:29.97,477
'0:0:29.98,477
'0:0:29.99,476
'0:0:30.0,475
